0.000	0.428	0.432	2
0.003	0.432	0.436	2
0.006	0.432	0.436	2
0.009	0.432	0.436	2
0.012	0.437	0.441	2
0.015	0.439	0.443	2
0.018	0.437	0.441	2
0.021	0.440	0.444	2
0.024	0.444	0.448	2
0.027	0.444	0.448	2
0.030	0.444	0.448	2
0.033	0.446	0.450	2
0.036	0.451	0.455	2
0.039	0.449	0.453	2
0.042	0.452	0.456	2
0.045	0.452	0.456	2
0.048	0.454	0.458	2
0.054	0.458	0.462	2
0.057	0.460	0.464	2
0.060	0.461	0.465	2
0.063	0.463	0.467	2
0.066	0.464	0.468	2
0.069	0.462	0.466	2
0.072	0.464	0.468	2
0.075	0.466	0.470	2
0.078	0.468	0.472	2
0.081	0.468	0.472	2
0.084	0.468	0.472	2
0.087	0.472	0.476	2
0.090	0.472	0.476	2
0.093	0.472	0.476	2
0.096	0.472	0.476	2
0.099	0.472	0.476	2
0.102	0.476	0.480	2
0.105	0.476	0.480	2
0.108	0.476	0.480	2
0.111	0.476	0.480	2
0.114	0.476	0.480	2
0.117	0.476	0.480	2
0.120	0.476	0.480	2
0.123	0.476	0.480	2
0.126	0.476	0.480	2
0.129	0.476	0.480	2
0.132	0.476	0.480	2
0.135	0.476	0.480	2
0.138	0.476	0.480	1
0.141	0.476	0.480	1
0.144	0.476	0.480	1
0.147	0.472	0.476	1
0.150	0.472	0.476	1
0.153	0.472	0.476	1
0.156	0.472	0.476	1
0.159	0.472	0.476	1
0.162	0.468	0.472	1
0.165	0.468	0.472	1
0.168	0.468	0.472	1
0.171	0.464	0.468	1
0.174	0.464	0.468	1
0.177	0.460	0.464	1
0.180	0.460	0.464	1
0.183	0.456	0.460	1
0.186	0.456	0.460	1
0.189	0.452	0.456	1
0.192	0.448	0.452	1
0.195	0.444	0.448	1
0.198	0.444	0.448	1
0.201	0.440	0.444	1
0.204	0.436	0.440	1
0.207	0.432	0.436	1
0.210	0.428	0.432	1
0.213	0.424	0.428	1
0.216	0.420	0.424	1
0.219	0.416	0.420	1
0.222	0.412	0.416	1
0.225	0.408	0.412	1
0.228	0.400	0.404	1
0.231	0.396	0.400	1
0.234	0.392	0.396	1
0.237	0.388	0.392	1
0.240	0.384	0.388	1
0.243	0.376	0.380	1
0.246	0.372	0.376	1
0.249	0.364	0.368	1
0.252	0.360	0.364	1
0.255	0.352	0.356	1
0.258	0.348	0.352	1
0.261	0.344	0.348	1
0.264	0.336	0.340	1
0.267	0.332	0.336	1
0.270	0.328	0.332	1
0.273	0.320	0.324	1
0.276	0.316	0.320	1
0.279	0.308	0.312	1
0.282	0.304	0.308	1
0.285	0.296	0.300	1
0.288	0.288	0.292	1
0.291	0.284	0.288	1
0.294	0.276	0.280	1
0.297	0.268	0.272	1
0.300	0.264	0.268	1
0.303	0.256	0.260	1
0.306	0.248	0.252	1
0.309	0.244	0.248	1
0.312	0.236	0.240	1
0.315	0.228	0.232	1
0.318	0.224	0.228	1
0.321	0.216	0.220	1
0.324	0.208	0.212	1
0.327	0.200	0.204	1
0.330	0.192	0.196	1
0.333	0.184	0.188	1
0.336	0.176	0.180	1
0.339	0.168	0.172	1
0.342	0.160	0.164	1
0.345	0.152	0.156	1
0.348	0.140	0.144	1
0.351	0.132	0.136	1
