0.000	0.360	0.364	2
0.003	0.360	0.364	2
0.006	0.364	0.368	2
0.009	0.364	0.368	2
0.012	0.364	0.368	2
0.015	0.368	0.372	2
0.018	0.368	0.372	2
0.021	0.368	0.372	2
0.024	0.372	0.376	2
0.027	0.372	0.376	2
0.030	0.372	0.376	2
0.033	0.376	0.380	2
0.036	0.376	0.380	2
0.039	0.376	0.380	2
0.042	0.380	0.384	2
0.045	0.380	0.384	2
0.048	0.380	0.384	2
0.051	0.380	0.384	2
0.054	0.384	0.388	2
0.057	0.384	0.388	2
0.060	0.384	0.388	2
0.063	0.384	0.388	2
0.066	0.384	0.388	2
0.069	0.388	0.392	2
0.072	0.388	0.392	2
0.075	0.388	0.392	2
0.078	0.388	0.392	2
0.081	0.388	0.392	2
0.084	0.388	0.392	2
0.087	0.388	0.392	2
0.090	0.388	0.392	2
0.093	0.388	0.392	2
0.096	0.388	0.392	1
0.099	0.388	0.392	1
0.102	0.384	0.388	1
0.105	0.384	0.388	1
0.108	0.384	0.388	1
0.111	0.384	0.388	1
0.114	0.380	0.384	1
0.117	0.380	0.384	1
0.120	0.380	0.384	1
0.123	0.376	0.380	1
0.126	0.376	0.380	1
0.129	0.372	0.376	1
0.132	0.372	0.376	1
0.135	0.368	0.372	1
0.138	0.368	0.372	1
0.141	0.364	0.368	1
0.144	0.364	0.368	1
0.147	0.360	0.364	1
0.150	0.360	0.364	1
0.153	0.356	0.360	1
0.156	0.352	0.356	1
0.159	0.348	0.352	1
0.162	0.348	0.352	1
0.165	0.344	0.348	1
0.168	0.340	0.344	1
0.171	0.336	0.340	1
0.174	0.336	0.340	1
0.177	0.332	0.336	1
0.180	0.328	0.332	1
0.183	0.324	0.328	1
0.186	0.320	0.324	1
0.189	0.316	0.320	1
0.192	0.316	0.320	1
0.195	0.312	0.316	1
0.198	0.308	0.312	1
0.201	0.304	0.308	1
0.204	0.300	0.304	1
0.207	0.296	0.300	1
0.210	0.292	0.296	1
0.213	0.292	0.296	1
0.216	0.288	0.292	1
0.219	0.284	0.288	1
0.222	0.280	0.284	1
0.225	0.276	0.280	1
0.228	0.272	0.276	1
0.231	0.268	0.272	1
0.234	0.264	0.268	1
0.237	0.260	0.264	1
0.240	0.256	0.260	1
0.243	0.252	0.256	1
0.246	0.248	0.252	1
0.249	0.244	0.248	1
0.252	0.240	0.244	1
0.255	0.236	0.240	1
0.258	0.232	0.236	1
0.261	0.228	0.232	1
0.264	0.224	0.228	1
0.267	0.220	0.224	1
0.270	0.216	0.220	1
0.273	0.212	0.216	1
0.276	0.208	0.212	1
0.279	0.204	0.208	1
0.282	0.200	0.204	1
0.285	0.196	0.200	1
0.288	0.192	0.196	1
0.291	0.184	0.188	1
0.294	0.180	0.184	1
0.297	0.176	0.180	1
0.300	0.172	0.176	1
0.303	0.168	0.172	1
0.306	0.160	0.164	1
0.309	0.156	0.160	1
0.312	0.152	0.156	1
0.315	0.148	0.152	1
0.318	0.140	0.144	1
0.321	0.136	0.140	1
0.324	0.132	0.136	1
0.327	0.124	0.128	1
0.330	0.120	0.124	1
0.333	0.112	0.116	1
0.336	0.108	0.112	1
0.339	0.100	0.104	1
0.342	0.092	0.096	1
0.345	0.084	0.088	1
0.348	0.076	0.080	1
0.351	0.068	0.072	1
