-0.321	0.060	0.064	2
-0.309	0.080	0.084	2
-0.297	0.092	0.096	2
-0.285	0.100	0.104	2
-0.273	0.112	0.116	2
-0.261	0.120	0.124	2
-0.249	0.128	0.132	2
-0.237	0.136	0.140	2
-0.225	0.144	0.148	2
-0.213	0.152	0.156	2
-0.201	0.160	0.164	2
-0.189	0.168	0.172	2
-0.177	0.176	0.180	2
-0.165	0.180	0.184	2
-0.153	0.188	0.192	2
-0.141	0.192	0.196	2
-0.129	0.200	0.204	2
-0.117	0.204	0.208	2
-0.105	0.212	0.216	2
-0.093	0.216	0.220	2
-0.081	0.224	0.228	2
-0.069	0.228	0.232	2
-0.057	0.232	0.236	2
-0.045	0.240	0.244	2
-0.033	0.244	0.248	2
-0.021	0.248	0.252	2
-0.009	0.252	0.256	2
0.003	0.256	0.260	2
0.015	0.260	0.264	2
0.027	0.264	0.268	2
0.039	0.268	0.272	2
0.051	0.268	0.272	2
0.063	0.272	0.276	2
0.075	0.272	0.276	2
0.087	0.268	0.272	1
0.099	0.268	0.272	1
0.111	0.260	0.264	1
0.123	0.256	0.260	1
0.135	0.248	0.252	1
0.147	0.240	0.244	1
0.159	0.232	0.236	1
0.171	0.224	0.228	1
0.183	0.216	0.220	1
0.195	0.208	0.212	1
0.207	0.196	0.200	1
0.219	0.188	0.192	1
0.231	0.176	0.180	1
0.243	0.168	0.172	1
0.255	0.156	0.160	1
0.267	0.144	0.148	1
0.279	0.132	0.136	1
0.291	0.120	0.124	1
0.303	0.108	0.112	1
0.315	0.096	0.100	1
0.327	0.080	0.084	1
0.339	0.060	0.064	1
0.351	0.020	0.040	2
