-0.330	0.056	0.060
-0.320	0.112	0.116
-0.310	0.144	0.148
-0.300	0.168	0.178
-0.250	0.255	0.265
-0.200	0.322	0.332
-0.150	0.378	0.388
-0.100	0.425	0.435
-0.050	0.472	0.482
0.000	0.514	0.515
0.003	0.517	0.521
0.006	0.515	0.519
0.009	0.521	0.522
0.012	0.526	0.527
0.015	0.522	0.526
0.018	0.526	0.530
0.021	0.530	0.534
0.024	0.534	0.538
0.027	0.534	0.538
0.030	0.534	0.538
0.033	0.538	0.542
0.036	0.542	0.546
0.039	0.546	0.550
0.042	0.546	0.550
0.045	0.550	0.554
0.048	0.550	0.554
0.051	0.554	0.558
0.054	0.550	0.554
0.057	0.558	0.562
0.060	0.562	0.566
0.063	0.562	0.566
0.066	0.562	0.566
0.069	0.565	0.569
0.072	0.571	0.574
0.075	0.570	0.574
0.078	0.572	0.576
0.081	0.578	0.582
0.084	0.576	0.580
0.087	0.582	0.586
0.090	0.585	0.589
0.093	0.583	0.587
0.096	0.586	0.589
0.099	0.591	0.595
0.102	0.593	0.597
0.105	0.592	0.594
0.108	0.598	0.602
0.111	0.600	0.604
0.114	0.602	0.606
0.117	0.604	0.608
0.120	0.607	0.610
0.123	0.609	0.613
0.126	0.611	0.615
0.129	0.614	0.617
0.132	0.615	0.619
0.135	0.618	0.622
0.138	0.624	0.626
0.141	0.622	0.626
0.144	0.624	0.628
0.147	0.626	0.630
0.150	0.629	0.633
0.153	0.631	0.634
0.156	0.637	0.641
0.159	0.635	0.638
0.162	0.634	0.637
0.165	0.644	0.648
0.168	0.642	0.646
0.171	0.644	0.648
0.174	0.646	0.650
0.177	0.648	0.652
0.180	0.651	0.655
0.183	0.653	0.657
0.186	0.655	0.659
0.189	0.657	0.661
0.192	0.659	0.663
0.195	0.658	0.662
0.198	0.664	0.668
0.201	0.666	0.670
0.204	0.668	0.672
0.207	0.670	0.674
0.210	0.676	0.680
0.213	0.671	0.675
0.216	0.677	0.681
0.219	0.679	0.683
0.222	0.677	0.681
0.225	0.683	0.687
0.228	0.686	0.690
0.231	0.688	0.692
0.234	0.690	0.694
0.237	0.692	0.696
0.240	0.690	0.694
0.243	0.697	0.701
0.246	0.699	0.703
0.249	0.701	0.705
0.252	0.703	0.707
0.255	0.705	0.709
0.258	0.704	0.708
0.261	0.710	0.714
0.264	0.708	0.712
0.267	0.714	0.718
0.270	0.716	0.720
0.273	0.715	0.719
0.276	0.717	0.721
0.279	0.719	0.723
0.282	0.721	0.725
0.285	0.727	0.731
0.288	0.726	0.730
0.291	0.729	0.733
0.294	0.731	0.735
0.297	0.733	0.737
0.300	0.735	0.739
0.303	0.734	0.738
0.306	0.740	0.744
0.309	0.742	0.746
0.312	0.744	0.748
0.315	0.745	0.749
0.318	0.748	0.752
0.321	0.750	0.754
0.324	0.752	0.756
0.327	0.755	0.759
0.330	0.754	0.758
0.333	0.760	0.764
0.336	0.766	0.770
0.339	0.764	0.768
0.342	0.766	0.770
0.345	0.769	0.773
0.348	0.767	0.771
0.351	0.769	0.773
