-0.330	0.048	0.052	2
-0.320	0.092	0.096	2
-0.310	0.112	0.116	2
-0.300	0.130	0.140	2
-0.250	0.186	0.196	2
-0.200	0.232	0.242	2
-0.150	0.279	0.289	2
-0.100	0.315	0.325	2
-0.050	0.341	0.351	2
0.000	0.376	0.380	2
0.003	0.380	0.382	2
0.006	0.380	0.383	2
0.009	0.384	0.385	2
0.012	0.386	0.388	2
0.015	0.384	0.388	2
0.018	0.388	0.389	2
0.021	0.387	0.388	2
0.024	0.389	0.392	2
0.027	0.392	0.394	2
0.030	0.392	0.396	2
0.033	0.393	0.396	2
0.036	0.396	0.399	2
0.039	0.400	0.400	2
0.042	0.396	0.400	2
0.045	0.400	0.404	2
0.048	0.400	0.404	2
0.051	0.404	0.408	2
0.054	0.404	0.408	2
0.057	0.404	0.408	2
0.060	0.400	0.404	2
0.063	0.408	0.412	2
0.066	0.404	0.408	2
0.069	0.404	0.408	2
0.072	0.408	0.412	2
0.075	0.404	0.408	2
0.078	0.404	0.408	2
0.081	0.404	0.408	2
0.084	0.404	0.408	2
0.087	0.404	0.408	2
0.090	0.408	0.412	2
0.093	0.404	0.408	1
0.096	0.400	0.404	1
0.099	0.404	0.408	1
0.102	0.404	0.408	1
0.105	0.404	0.408	1
0.108	0.408	0.412	1
0.111	0.404	0.408	1
0.114	0.404	0.408	1
0.117	0.404	0.408	1
0.120	0.400	0.404	1
0.123	0.400	0.404	1
0.126	0.400	0.404	1
0.129	0.396	0.400	1
0.132	0.396	0.400	1
0.135	0.392	0.396	1
0.138	0.392	0.396	1
0.141	0.392	0.396	1
0.144	0.388	0.392	1
0.147	0.392	0.396	1
0.150	0.388	0.392	1
0.153	0.384	0.388	1
0.156	0.380	0.384	1
0.159	0.376	0.380	1
0.162	0.376	0.380	1
0.165	0.372	0.376	1
0.168	0.368	0.372	1
0.171	0.364	0.368	1
0.174	0.364	0.368	1
0.177	0.356	0.360	1
0.180	0.360	0.364	1
0.183	0.360	0.364	1
0.186	0.352	0.356	1
0.189	0.348	0.352	1
0.192	0.344	0.348	1
0.195	0.340	0.344	1
0.198	0.336	0.340	1
0.201	0.336	0.340	1
0.204	0.332	0.336	1
0.207	0.328	0.332	1
0.210	0.324	0.328	1
0.213	0.316	0.320	1
0.216	0.316	0.320	1
0.219	0.312	0.316	1
0.222	0.308	0.312	1
0.225	0.304	0.308	1
0.228	0.300	0.304	1
0.231	0.296	0.300	1
0.234	0.292	0.296	1
0.237	0.288	0.292	1
0.240	0.284	0.288	1
0.243	0.280	0.284	1
0.246	0.276	0.280	1
0.249	0.272	0.276	1
0.252	0.264	0.268	1
0.255	0.264	0.268	1
0.258	0.256	0.260	1
0.261	0.252	0.256	1
0.264	0.248	0.252	1
0.267	0.244	0.248	1
0.270	0.240	0.244	1
0.273	0.236	0.240	1
0.276	0.232	0.236	1
0.279	0.224	0.228	1
0.282	0.220	0.224	1
0.285	0.216	0.220	1
0.288	0.212	0.216	1
0.291	0.204	0.208	1
0.294	0.200	0.204	1
0.297	0.192	0.196	1
0.300	0.188	0.192	1
0.303	0.184	0.188	1
0.306	0.180	0.184	1
0.309	0.172	0.176	1
0.312	0.168	0.172	1
0.315	0.160	0.164	1
0.318	0.156	0.160	1
0.321	0.148	0.152	1
0.324	0.144	0.148	1
0.327	0.136	0.140	1
0.330	0.128	0.132	1
0.333	0.124	0.128	1
0.336	0.116	0.120	1
0.339	0.108	0.112	1
0.342	0.096	0.100	1
0.345	0.088	0.092	1
0.348	0.076	0.080	1
0.351	0.060	0.064	1
